"Stream/Site name","Collected","East","Delta"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","20","12"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","21","13"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","22","14"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","23","15"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","24","16"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","27","17"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","28","18"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","29","19"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","33","20"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","34","21"
"Wallowa River Wolfe Ranch","Thu, 2015-10-15 10:50","",""
"Wallowa River Wolfe Ranch","Wed, 2016-10-26 10:30","",""
