"Stream/Site name","Collected","South","Delta","Nid","Uid"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","21","13","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","22","14","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","24","15","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","26","16","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","27","17","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","28","18","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","29","19","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","33","20","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","34","21","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","8","","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","11","1","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","14","2","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","17","3","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","20","4","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","21","5","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","22","6","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","26","7","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","27","8","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","33","9","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","34","10","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","3","","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","4","1","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","8","2","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","9","3","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","10","4","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","11","5","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","13","6","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","14","7","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","15","8","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","16","9","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","17","10","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","18","11","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","19","12","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","20","13","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","21","14","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","22","15","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","23","16","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","24","17","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","26","18","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","27","19","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","28","20","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","29","21","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","33","22","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","34","23","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","3","","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","4","1","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","8","2","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","9","3","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","10","4","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","11","5","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","13","6","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","14","7","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","15","8","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","16","9","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","18","10","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","19","11","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","20","12","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","21","13","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","22","14","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","24","15","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","26","16","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","28","17","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","29","18","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","33","19","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","34","20","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","3","","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","4","1","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","8","2","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","9","3","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","10","4","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","11","5","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","13","6","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","14","7","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","15","8","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","16","9","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","17","10","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","18","11","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","19","12","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","20","13","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","21","14","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","22","15","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","23","16","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","24","17","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","26","18","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","27","19","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","28","20","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","29","21","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","33","22","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","34","23","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","4","","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","9","1","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","10","2","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","11","3","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","14","4","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","15","5","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","16","6","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","17","7","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","18","8","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","19","9","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","20","10","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","21","11","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","22","12","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","23","13","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","24","14","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","26","15","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","27","16","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","28","17","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","29","18","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","33","19","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","34","20","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","4","","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","8","1","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","9","2","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","13","3","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","19","4","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","20","5","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","26","6","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","27","7","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","28","8","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","29","9","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","33","10","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","34","11","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","3","","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","4","1","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","8","2","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","9","3","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","10","4","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","11","5","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","13","6","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","14","7","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","15","8","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","16","9","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","17","10","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","18","11","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","19","12","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","22","13","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","23","14","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","24","15","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","26","16","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","27","17","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","28","18","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","29","19","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","33","20","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","34","21","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","3","","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","4","1","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","8","2","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","9","3","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","10","4","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","11","5","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","13","6","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","14","7","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","15","8","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","19","9","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","20","10","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","26","11","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","27","12","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","33","13","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","3","","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","4","1","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","9","2","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","10","3","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","11","4","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","15","5","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","16","6","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","17","7","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","18","8","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","20","9","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","21","10","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","22","11","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","23","12","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","24","13","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","26","14","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","27","15","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","28","16","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","29","17","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","33","18","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:20","34","19","11231","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","3","","11236","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","4","1","11236","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","8","2","11236","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 21:26","9","3","11236","611"
