"Stream/Site name","Collected","North","Delta","Nid","Uid"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","9","3","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","10","4","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","13","5","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","14","6","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","15","7","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","16","8","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","17","9","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","18","10","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","19","11","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","20","12","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","21","13","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","22","14","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","23","15","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","24","16","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","26","17","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","28","18","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","29","19","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","33","20","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","34","21","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","3","","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","4","1","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","8","2","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","9","3","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","10","4","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","11","5","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","13","6","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","14","7","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","15","8","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","16","9","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","17","10","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","18","11","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","19","12","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","20","13","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","21","14","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","22","15","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","23","16","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","24","17","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","26","18","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","27","19","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","28","20","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","29","21","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","33","22","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:50","34","23","11186","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","3","","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","4","1","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","14","2","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","15","3","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","16","4","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","17","5","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","18","6","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","19","7","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","20","8","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","21","9","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","23","10","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","24","11","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","26","12","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:55","27","13","11191","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","3","","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","4","1","11196","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","3","","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","4","1","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","8","2","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","9","3","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","10","4","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","11","5","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","13","6","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","14","7","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","15","8","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","16","9","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","17","10","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","18","11","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","19","12","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","20","13","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","21","14","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","22","15","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","23","16","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","24","17","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","26","18","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","27","19","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","28","20","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","29","21","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","33","22","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","34","23","11201","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","8","","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","9","1","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","10","2","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","11","3","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","13","4","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","14","5","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","15","6","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","16","7","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","17","8","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","18","9","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","19","10","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","20","11","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","21","12","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","22","13","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","23","14","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","24","15","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","26","16","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","27","17","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","28","18","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","29","19","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","33","20","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 11:00","34","21","11206","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","3","","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","8","1","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","9","2","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","11","3","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","13","4","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","14","5","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","15","6","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","16","7","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","17","8","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","18","9","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","19","10","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","20","11","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","21","12","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","22","13","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","23","14","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","24","15","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","26","16","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","27","17","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","28","18","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","29","19","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","33","20","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:18","34","21","11211","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","3","","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","8","1","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","10","2","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","11","3","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","13","4","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","16","5","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","17","6","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","19","7","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","20","8","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","23","9","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","24","10","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","26","11","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","27","12","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","28","13","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","29","14","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","33","15","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","34","16","11216","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","3","","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","4","1","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","8","2","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","9","3","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","10","4","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","11","5","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","13","6","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","14","7","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","15","8","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","16","9","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","17","10","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","18","11","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","19","12","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","20","13","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","21","14","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","22","15","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","23","16","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","24","17","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","26","18","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","27","19","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","28","20","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","29","21","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","33","22","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 08:14","34","23","11221","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","3","","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","4","1","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","8","2","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","9","3","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","10","4","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","11","5","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","13","6","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","14","7","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","15","8","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","16","9","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","17","10","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","18","11","11226","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 (All day)","19","12","11226","611"
